timestamp,equipment_id,expected_energy_kwh,residual_kwh,residual_pct,multivariate_outlier_score,fused_anomaly_score,is_anomalous,severity_score,top_contributing_features,actual_energy_kwh
2019-08-18 00:00:00,CHILLER-01,121.68027836095011,-0.24254172291466602,-0.1993270611981958,0.08975587945359029,0.035902351781436116,False,0.0,"['Building Load (RT)', 'efficiency_ratio']",121.43773663803545
2019-08-18 00:30:00,CHILLER-01,111.92994402300276,-1.2498168729267292,-1.1166063593044224,0.27884288660705253,0.11153715464282102,False,0.0,"['Chilled Water Rate (L/sec)', 'Building Load (RT)']",110.68012715007603
2019-08-18 01:00:00,CHILLER-01,112.3419045094225,12.661705057029152,11.27068756072866,0.3096649171641326,0.7238659668656531,True,0.5101793695819944,"['Cooling Water Temperature (C)', 'efficiency_ratio']",125.00360956645166
2019-08-18 01:30:00,CHILLER-01,134.3589189985031,-7.834401267373394,-5.830949910709447,0.19168972330121184,0.07667588932048475,False,0.0,"['efficiency_ratio', 'Humidity (%)']",126.5245177311297
2019-08-18 02:00:00,CHILLER-01,99.2351239593728,4.156594531396507,4.1886323768771945,0.06687635430085706,0.2558557539208409,False,0.0,"['Building Load (RT)', 'efficiency_ratio']",103.3917184907693
2019-08-18 02:30:00,CHILLER-01,108.01830377635989,0.5642601687415691,0.5223745874678872,0.17956022679446695,0.07182409071778678,False,0.0,"['Chilled Water Rate (L/sec)', 'Building Load (RT)']",108.58256394510146
2019-08-18 03:00:00,CHILLER-01,126.56312385319035,-6.540400627852065,-5.1676984801977115,0.07073473628131857,0.02829389451252743,False,0.0,"['Cooling Water Temperature (C)', 'efficiency_ratio']",120.02272322533828
2019-08-18 03:30:00,CHILLER-01,119.38451722843003,-2.9144579671786914,-2.44123612913907,0.16568112481306516,0.06627244992522606,False,0.0,"['efficiency_ratio', 'Humidity (%)']",116.47005926125134
2019-08-18 04:00:00,CHILLER-01,114.96386677653068,3.9017239634350034,3.393869806953572,0.1490904457674634,0.19973167842508832,False,0.0,"['Building Load (RT)', 'efficiency_ratio']",118.86559073996568
2019-08-18 04:30:00,CHILLER-01,115.36200789734788,-3.186359317936521,-2.7620525821393698,0.12302520154824086,0.04921008061929635,False,0.0,"['Chilled Water Rate (L/sec)', 'Building Load (RT)']",112.17564857941136
2019-08-18 05:00:00,CHILLER-01,122.47780022958237,3.557383569320251,2.90451295063432,0.05477333572356151,0.10719914207263498,False,0.0,"['Cooling Water Temperature (C)', 'efficiency_ratio']",126.03518379890262
2019-08-18 05:30:00,CHILLER-01,112.84741611131348,12.374919372118114,10.966063556042265,0.07036466737499025,0.6281458669499961,False,0.0,"['efficiency_ratio', 'Humidity (%)']",125.22233548343159
2019-08-18 06:00:00,CHILLER-01,116.50464151718572,3.023604063304006,2.595264895826482,0.14113527899119227,0.1071095752847814,False,0.0,"['Building Load (RT)', 'efficiency_ratio']",119.52824558048972
2019-08-18 06:30:00,CHILLER-01,134.73900452689125,-6.721074871146982,-4.988217698911074,0.08859983749358251,0.035439934997433004,False,0.0,"['Chilled Water Rate (L/sec)', 'Building Load (RT)']",128.01792965574427
2019-08-18 07:00:00,CHILLER-01,125.8208523090977,-3.0807775710813416,-2.448542919986706,0.17932509023000986,0.07173003609200394,False,0.0,"['Cooling Water Temperature (C)', 'efficiency_ratio']",122.74007473801636
2019-08-18 07:30:00,CHILLER-01,111.83809472940567,0.2875655675284321,0.2571266688905979,0.1795423796803383,0.07181695187213531,False,0.0,"['efficiency_ratio', 'Humidity (%)']",112.1256602969341
2019-08-18 08:00:00,CHILLER-01,122.06341698662794,-0.11341071396795144,-0.09291130526058893,0.09549582065650837,0.03819832826260335,False,0.0,"['Building Load (RT)', 'efficiency_ratio']",121.95000627265999
2019-08-18 08:30:00,CHILLER-01,108.4168561226725,2.912083070695516,2.686005824961873,0.25573918609941076,0.16311370023414073,False,0.0,"['Chilled Water Rate (L/sec)', 'Building Load (RT)']",111.32893919336802
2019-08-18 09:00:00,CHILLER-01,122.15294475798979,3.8746576524684,3.1719723664009063,0.11571426929900085,0.16152972634768892,False,0.0,"['Cooling Water Temperature (C)', 'efficiency_ratio']",126.02760241045819
2019-08-18 09:30:00,CHILLER-01,106.21742498139682,12.383167730713154,11.658320405415564,0.13815418875933896,0.6552616755037356,False,0.0,"['efficiency_ratio', 'Humidity (%)']",118.60059271210997
2019-08-18 10:00:00,CHILLER-01,115.54341908216529,1.9776820094726304,1.711635353343889,0.13906052911607114,0.05562421164642846,False,0.0,"['Building Load (RT)', 'efficiency_ratio']",117.52110109163792
2019-08-18 10:30:00,CHILLER-01,118.46573032602393,-4.913166681255461,-4.14733161036037,0.13375190138177045,0.053500760552708186,False,0.0,"['Chilled Water Rate (L/sec)', 'Building Load (RT)']",113.55256364476847
2019-08-18 11:00:00,CHILLER-01,119.85749392790085,8.922836781491398,7.444538083583533,0.23423760359697215,0.687446552406489,False,0.0,"['Cooling Water Temperature (C)', 'efficiency_ratio']",128.78033070939225
2019-08-18 11:30:00,CHILLER-01,108.18561668276344,9.57814746068614,8.853438889914992,0.09327635278819084,0.6373105411152763,False,0.0,"['efficiency_ratio', 'Humidity (%)']",117.76376414344958
2019-08-18 12:00:00,CHILLER-01,112.17871885865932,3.3946585640358222,3.0261163601921286,0.15708374827954644,0.16174232349387407,False,0.0,"['Building Load (RT)', 'efficiency_ratio']",115.57337742269515
2019-08-18 12:30:00,CHILLER-01,115.66129796734793,0.5216336287462298,0.45100101582250174,0.1343390852150906,0.053735634086036245,False,0.0,"['Chilled Water Rate (L/sec)', 'Building Load (RT)']",116.18293159609416
2019-08-18 13:00:00,CHILLER-01,117.52319506913241,5.735278415294374,4.880124652772269,0.2946230921399496,0.42439836842793965,False,0.0,"['Cooling Water Temperature (C)', 'efficiency_ratio']",123.25847348442679
2019-08-18 13:30:00,CHILLER-01,121.19003139698981,0.7335211179228196,0.6052652264112206,0.03173064504372834,0.012692258017491338,False,0.0,"['efficiency_ratio', 'Humidity (%)']",121.92355251491263
2019-08-18 14:00:00,CHILLER-01,132.6361144654328,-10.334253572664892,-7.791432683560835,0.2693120803584015,0.1077248321433606,False,0.0,"['Building Load (RT)', 'efficiency_ratio']",122.3018608927679
2019-08-18 14:30:00,CHILLER-01,117.06572232622825,5.3808456978348005,4.596431466796012,0.22811945617245064,0.3660245964217162,False,0.0,"['Chilled Water Rate (L/sec)', 'Building Load (RT)']",122.44656802406305
2019-08-18 15:00:00,CHILLER-01,128.7796719451162,7.353508861847473,5.710147223376542,0.06471716460813037,0.4253946656102628,False,0.0,"['Cooling Water Temperature (C)', 'efficiency_ratio']",136.13318080696368
2019-08-18 15:30:00,CHILLER-01,105.1021564866471,10.646523382275973,10.129690710607427,0.028754239732118454,0.6115016958928473,False,0.0,"['efficiency_ratio', 'Humidity (%)']",115.74867986892308
2019-08-18 16:00:00,CHILLER-01,117.28660882514309,-2.384550657715394,-2.033097112791798,0.11649925490783611,0.04659970196313445,False,0.0,"['Building Load (RT)', 'efficiency_ratio']",114.9020581674277
2019-08-18 16:30:00,CHILLER-01,109.13282627884934,3.3569918951676385,3.0760606223008136,0.20651400708367287,0.18710795212439954,False,0.0,"['Chilled Water Rate (L/sec)', 'Building Load (RT)']",112.48981817401697
2019-08-18 17:00:00,CHILLER-01,120.44103803348607,3.4867973471179,2.895024323975413,0.12356529206135983,0.13365324254530156,False,0.0,"['Cooling Water Temperature (C)', 'efficiency_ratio']",123.92783538060397
2019-08-18 17:30:00,CHILLER-01,125.51948298354425,2.512295358222886,2.0015182492045884,0.04587636025826211,0.018350544103304844,False,0.0,"['efficiency_ratio', 'Humidity (%)']",128.03177834176714
2019-08-18 18:00:00,CHILLER-01,115.3992841090437,2.689136229717292,2.3302884853048647,0.16175878890783724,0.08568285344770118,False,0.0,"['Building Load (RT)', 'efficiency_ratio']",118.088420338761
2019-08-18 18:30:00,CHILLER-01,110.05593209203798,2.2228160922617946,2.019714930407286,0.2552406767352776,0.10209627069411105,False,0.0,"['Chilled Water Rate (L/sec)', 'Building Load (RT)']",112.27874818429977
2019-08-18 19:00:00,CHILLER-01,109.13365386497318,3.2704964094969,2.996780822113184,0.014319079489802978,0.10135101212719247,False,0.0,"['Cooling Water Temperature (C)', 'efficiency_ratio']",112.40415027447008
2019-08-18 19:30:00,CHILLER-01,117.76065609862549,6.44408620397212,5.472189453984654,0.08324798480464016,0.40615683005147185,False,0.0,"['efficiency_ratio', 'Humidity (%)']",124.20474230259761
2019-08-18 20:00:00,CHILLER-01,115.62430822212164,9.321725147505902,8.062080794981515,0.13615888705494367,0.6544635548219775,False,0.0,"['Building Load (RT)', 'efficiency_ratio']",124.94603336962754
2019-08-18 20:30:00,CHILLER-01,125.88322867060339,-2.5379945241618316,-2.0161498485258598,0.05596354140505988,0.022385416562023953,False,0.0,"['Chilled Water Rate (L/sec)', 'Building Load (RT)']",123.34523414644156
2019-08-18 21:00:00,CHILLER-01,112.70973047041954,0.9661918712709081,0.857239093056374,0.14271283824139983,0.05708513529655993,False,0.0,"['Cooling Water Temperature (C)', 'efficiency_ratio']",113.67592234169045
2019-08-18 21:30:00,CHILLER-01,121.3929393038597,-0.5356487193259483,-0.44125195616621604,0.48867964556153326,0.19547185822461333,False,0.0,"['efficiency_ratio', 'Humidity (%)']",120.85729058453376
2019-08-18 22:00:00,CHILLER-01,121.32752061632618,-1.3940341432003578,-1.1489842833009913,0.5250853511732919,0.2100341404693168,False,0.0,"['Building Load (RT)', 'efficiency_ratio']",119.93348647312583
2019-08-18 22:30:00,CHILLER-01,128.44569726566826,-7.696188491836153,-5.991783808777873,0.22698826365565083,0.09079530546226033,False,0.0,"['Chilled Water Rate (L/sec)', 'Building Load (RT)']",120.7495087738321
2019-08-18 23:00:00,CHILLER-01,123.82609548846774,2.145334735117771,1.732538465866084,0.14011798161039254,0.05604719264415702,False,0.0,"['Cooling Water Temperature (C)', 'efficiency_ratio']",125.97143022358551
2019-08-18 23:30:00,CHILLER-01,115.91284217292574,4.875922217271722,4.206541851503847,0.3256491141477294,0.3613706357363946,False,0.0,"['efficiency_ratio', 'Humidity (%)']",120.78876439019746
2019-08-19 00:00:00,CHILLER-01,123.36190701596838,1.069401488606772,0.8668814502586646,0.1599331355786549,0.06397325423146197,False,0.0,"['Building Load (RT)', 'efficiency_ratio']",124.43130850457516
2019-08-19 00:30:00,CHILLER-01,117.59437993429364,1.9462526216174894,1.6550558136408953,0.1512130631149711,0.06048522524598844,False,0.0,"['Chilled Water Rate (L/sec)', 'Building Load (RT)']",119.54063255591113
2019-08-19 01:00:00,CHILLER-01,116.80233362206508,4.510621567454791,3.8617563772738626,0.007494588533446359,0.19549445567410556,False,0.0,"['Cooling Water Temperature (C)', 'efficiency_ratio']",121.31295518951987
2019-08-19 01:30:00,CHILLER-01,113.58358763572653,10.466718170981792,9.214991698051978,0.266004458758126,0.7064017835032503,False,0.0,"['efficiency_ratio', 'Humidity (%)']",124.05030580670832
2019-08-19 02:00:00,CHILLER-01,107.86134061829289,-0.5185871771382153,-0.4807905911103286,0.06031290639318027,0.02412516255727211,False,0.0,"['Building Load (RT)', 'efficiency_ratio']",107.34275344115467
2019-08-19 02:30:00,CHILLER-01,121.47230295514493,-5.029672686003337,-4.140592187389913,0.32324304965887013,0.12929721986354806,False,0.0,"['Chilled Water Rate (L/sec)', 'Building Load (RT)']",116.44263026914159
2019-08-19 03:00:00,CHILLER-01,113.77965964761933,1.4573591180383119,1.28086085206426,0.06077616728838754,0.024310466915355017,False,0.0,"['Cooling Water Temperature (C)', 'efficiency_ratio']",115.23701876565764
2019-08-19 03:30:00,CHILLER-01,100.5876096338336,13.301367580219676,13.223664056279189,0.09545432836225513,0.6381817313449021,False,0.0,"['efficiency_ratio', 'Humidity (%)']",113.88897721405327
2019-08-19 04:00:00,CHILLER-01,121.76426534075685,-4.965403350570327,-4.077882239649427,0.04574707075909586,0.018298828303638347,False,0.0,"['Building Load (RT)', 'efficiency_ratio']",116.79886199018652
2019-08-19 04:30:00,CHILLER-01,125.05871631639346,5.900814173481706,4.718434945832073,0.12498583119859946,0.3384349687522102,False,0.0,"['Chilled Water Rate (L/sec)', 'Building Load (RT)']",130.95953048987516
2019-08-19 05:00:00,CHILLER-01,103.12587169874337,8.947479375710685,8.676270297960269,0.10962590703718367,0.6438503628148734,False,0.0,"['Cooling Water Temperature (C)', 'efficiency_ratio']",112.07335107445405
2019-08-19 05:30:00,CHILLER-01,138.9394321530974,-12.193205316365564,-8.775914171672925,0.1317575154403438,0.052703006176137525,False,0.0,"['efficiency_ratio', 'Humidity (%)']",126.74622683673185
2019-08-19 06:00:00,CHILLER-01,101.07570668542266,4.461335141650906,4.41385500824238,0.21137761507753583,0.3388801456299604,False,0.0,"['Building Load (RT)', 'efficiency_ratio']",105.53704182707357
2019-08-19 06:30:00,CHILLER-01,110.70045593767523,5.620463822438566,5.07718218035426,0.41912882769533893,0.4962701893962119,False,0.0,"['Chilled Water Rate (L/sec)', 'Building Load (RT)']",116.3209197601138
2019-08-19 07:00:00,CHILLER-01,119.90603572911917,0.39598879172088175,0.3302492566891826,0.1868955222448003,0.07475820889792012,False,0.0,"['Cooling Water Temperature (C)', 'efficiency_ratio']",120.30202452084005
2019-08-19 07:30:00,CHILLER-01,125.56841001741253,-1.8786313665383005,-1.496101898779949,0.10693451353687354,0.04277380541474942,False,0.0,"['efficiency_ratio', 'Humidity (%)']",123.68977865087423
2019-08-19 08:00:00,CHILLER-01,126.23378675348673,-1.5439741151438824,-1.2231068677033377,0.17363744119000965,0.06945497647600386,False,0.0,"['Building Load (RT)', 'efficiency_ratio']",124.68981263834284
